name,capitulo,modalidad,modalidad_articulo,descripcion,caracteristica_articulo
DELITOS CONTRA LA LIBERTAD Y LA SEGURIDAD,VIOLACION Y REVELACION DE SECRETOS,INTERCEPTACI‡N DE COMUNICACIONES,214,"INTERCEPTAR O HACER INTERCEPTAR COMUNICACIONES TELEFONICAS, TELEGRAFICAS, SOPORTES ELECTRONICOS O COMPUTADORAS, FACSIMILES O DE CUALQUIER OTRA NATURALEZA INCLUYENDO LAS ELECTRONICAS DE OTRO",214
DELITOS CONTRA LA LIBERTAD Y LA SEGURIDAD,VIOLACION Y REVELACION DE SECRETOS,QUEBRANTAMIENTO DEL SECRETO PROFESIONAL,215,"REVELARE SIN JUSTA CAUSA, O EMPLEARE EN PROVECHO PROPIO O AJENO UN SECRETO DEL QUE SE HA ENTERADO POR RAZ‡N DE OFICIO, EMPLEO, PROFESI‡N O ARTE, SI CON ELLO OCASIONARE PERJUICIO A ALGUIEN",215
DELITOS CONTRA LA LIBERTAD Y LA SEGURIDAD,DELITOS CONTRA LA LIBERTAD POLITICA,OBSTACULIZACI‡N DE LOS DERECHOS POLITICOS,216,FUERA DE LOS CASOS PREVISTOS EN LAS LEYES ESPECIALES RESPECTIVAS POR MEDIO DE VIOLENCIA O AMENAZAS IMPIDIERE O COARTARE EL EJERCICIO DE CUALQUIER DERECHO POLITICO.,216
DELITOS CONTRA LA PROPIEDAD,ROBO,ROBO,217,"APODERARSE DE BIENES MUEBLES AJENOS, LOS ANIMALES INCLUIDOS, EMPLEADO VIOLENCIA O INTIMIDACION EN LAS PERSONAS O FUERZAS EN LAS COSAS",217
DELITOS CONTRA LA PROPIEDAD,ROBO,ROBO DE VEHICULOS AUTOMOTORES,218. P.2,ROBO DE VEHICULOS AUTOMOTORES TERRESTRES,218 P2
DELITOS CONTRA LA PROPIEDAD,ROBO,ROBO  DE NAVES AEREAS,218.P.2,ROBO  DE NAVES AEREAS,
DELITOS CONTRA LA PROPIEDAD,ROBO,ROBO DE BUQUES,218.P.2,ROBO DE BUQUES  Y OTROS BIENES SIMILARES,218 P2
DELITOS CONTRA LA PROPIEDAD,ROBO,ROBO  DE GANADO MAYOR,218.P.3,ROBO DE GANADO MAYOR,218 P3
DELITOS CONTRA LA PROPIEDAD,ROBO,ROBO DE GANADO MENOR,218.P.3,ROBO DE GANADO MENOR,218 P3
DELITOS CONTRA LA PROPIEDAD,ROBO,ALTERACION DE DESCRIPCI‡N REGISTRAL  DE VEHICULOS AUTOMOTORES POR PARTE DEL PROPIETARIO,218-A,"VEHICULOS AUTOMOTORES TERRESTRES, AEREOS, MARITIMOS Y FLUVIALES POR PARTE DEL PROPIETARIO SIN NOTIFICAR A A LA AUTORIDAD DENTRO DE LOS 15 DIAS SIGUIENTES A LA ALTERACION  DE LA DESCRIPCION REGISTRAL PARA EFECTOS DE IDENTIFICACION Y MATRICULA",218-A
DELITOS CONTRA LA PROPIEDAD,ROBO,ALTERACION DE DESCRIPCI‡N REGISTRAL DE VEHICULOS AUTOMOTORES  PARA COMETER U OCULTAR UN DELITO,218-A P 2,CON EL PROPOSITO DE COMETER U OCULTAR UN DELITO POR PARTE DEL PROPIETARIO,218-A P 2
DELITOS CONTRA LA PROPIEDAD,ROBO,ALTERACION DE DESCRIPCI‡N REGISTRAL DE VEHICULOS AUTOMOTORES DE AJENA PERTENENCIA ,218-B. P1,HUBIESEN SIDO OBJETO ROBO,218-B. P1
DELITOS CONTRA LA PROPIEDAD,ROBO,ALTERACION DE DESCRIPCI‡N REGISTRAL DE VEHICULOS AUTOMOTORES DE AJENA PERTENENCIA ,218-B. P1, HUBIESEN SIDO OBJETO DE HURTO ,218 B. P1
DELITOS CONTRA LA PROPIEDAD,ROBO,ALTERACION DE DESCRIPCI‡N REGISTRAL DE VEHICULOS AUTOMOTORES DE AJENA PERTENENCIA ,218-B. P1, HUBIESEN SIDO OBJETO DE ABANDONO,218 B. P1
DELITOS CONTRA LA PROPIEDAD,ROBO,COLABORACION EN LA  ALTERACION DE DESCRIPCI‡N REGISTRAL VEHICULOS AUTOMOTORES DE AJENA PERTENENCIA,218-B. P2, PROPORCIONE EQUIPO PARA LA ALTERACION                                   ,218-B. P2
DELITOS CONTRA LA PROPIEDAD,ROBO,COLABORACION EN LA  ALTERACION DE DESCRIPCI‡N REGISTRAL VEHICULOS AUTOMOTORES DE AJENA PERTENENCIA,218-B. P2,PROPORCIONE LAS INSTALACIONES PARA LA ALTERACION,218-B.P2
DELITOS CONTRA LA PROPIEDAD,ROBO,COLABORACION EN LA  ALTERACION DE DESCRIPCI‡N REGISTRAL VEHICULOS AUTOMOTORES DE AJENA PERTENENCIA,218-B. P2,PROPORCIONE LOS SERVICIOS PARA LA ALTERACION,218-B.P2
DELITOS CONTRA LA PROPIEDAD,ROBO, ALTERACION  DE VEHICULOS AUTOMOTORES,218-C,DESARME DE VEHICULO,218-C
DELITOS CONTRA LA PROPIEDAD,ROBO, ALTERACION  DE VEHICULOS AUTOMOTORES,218-C,CAMBIO DE APARIENCIA,218-C
DELITOS CONTRA LA PROPIEDAD,ROBO, OCULTAMIENTO DE   VEHICULO AUTOMOTOR ROBADO,218-D,OCULTAR  UN VEHICULO QUE FUE ROBADO,218-D
DELITOS CONTRA LA PROPIEDAD,ROBO,OCULTAR UN VEHICULO AUTOMOTOR HURTADO,218-D,OCULTAR  UN VEHICULO AUTOMOTOR HURTADO,218-D
DELITOS CONTRA LA PROPIEDAD,ROBO, OCULTAR UN VEHICULO AUTOMOTOR ABANDONADO,218-D,OCULTAR  UN VEHICULO AUTOMOTOR ABANDONADO,218-D
DELITOS CONTRA LA PROPIEDAD,ROBO, TRANSFERENCIA DE  UN VEHICULO AUTOMOTOR ROBADO,218-D,POR CUALQUIER ACTO TRANSFIERA UN VEHICULO AUTOMOTOR ROBADO,218-D
DELITOS CONTRA LA PROPIEDAD,ROBO, TRANSFERENCIA DE UN VEHICULO AUTOMOTOR HURTADO,218-D,POR CUALQUIER ACTO TRANSFIERA UN VEHICULO AUTOMOTOR HURTADO,218-D
DELITOS CONTRA LA PROPIEDAD,ROBO, TRANSFERENCIA UN VEHICULO AUTOMOTOR ABANDONADO,218-D,POR CUALQUIER ACTO TRANSFIERA UN VEHICULO AUTOMOTOR ABANDONADO,218-D
DELITOS CONTRA LA PROPIEDAD,ROBO,ADQUISICI‡N DE UN VEHICULO ROBADO,218-D,ADQUISICI‡N DE UN VEHICULO ROBADO,218-D
DELITOS CONTRA LA PROPIEDAD,ROBO,ADQUISICI‡N DE UN VEHICULO HURTADO,218-D,ADQUISICI‡N DE UN VEHICULO HURTADO,218-D
DELITOS CONTRA LA PROPIEDAD,ROBO,ADQUISICI‡N DE UN VEHICULO ABANDONADO,218-D,ADQUISICI‡N DE UN VEHICULO ABANDONADO,218-D
DELITOS CONTRA LA PROPIEDAD,ROBO,INSCRIPCION FRAUDALENTA DE VEHICULO AUTOMOTOR,218-E,"SERVIDOR PUBLICO, VALIENDOSE DE SU CARGO,ORDENE, PERMITA O  DIRECTAMENTE PARTICIPE EN LA INSCRIPCION DE VEHICULOS AUTOMOTORES,  OMITIENDO  ALGUNO DE LOS REQUISITOS ESTABLECIDOS EN LA LEY     ",218-E
DELITOS CONTRA LA PROPIEDAD,ROBO, REPORTE DE DATOS FALSOS EN LA REVISION DE VEHICULOS ,218-E,REPORTE DATOS FALSOS QUE PERMITAN QUE SEA INSCRITO O LEGALIZADO    ,218-E
DELITOS CONTRA LA PROPIEDAD,ROBO,FRAUDE DE SEGURO DE VEHICULO,218-F,QUIEN PARA EXIGIR EL PAGO DE UN SEGURO  SIMULE EL ROBO DE UN VEHICULO AUTOMOTOR,218-F
DELITOS CONTRA LA PROPIEDAD,ROBO,FRAUDE DE SEGURO DE VEHICULO,218-F,QUIEN PARA EXIGIR EL PAGO DE UN SEGURO  SIMULE EL HURTO DE UN VEHICULO AUTOMOTOR,218-F
DELITOS CONTRA LA PROPIEDAD,ROBO,FRAUDE DE SEGURO DE VEHICULO,218-F,QUIEN PARA EXIGIR EL PAGO DE UN SEGURO  SIMULE LA PERDIDA DE UN VEHICULO AUTOMOTOR,218-F
DELITOS CONTRA LA PROPIEDAD,ROBO,FRAUDE DE SEGURO DE VEHICULO,218-F,EN DESPOBLADO ,219.N-1
DELITOS CONTRA LA PROPIEDAD,ROBO,FRAUDE DE SEGURO DE VEHICULO,218-F,EN CUADRILLA,219.N-1
DELITOS CONTRA LA PROPIEDAD,ROBO,FRAUDE DE SEGURO DE VEHICULO,218-F,PORTANDO ARMAS LOS MALHECHORES,219.N-2
DELITOS CONTRA LA PROPIEDAD,ROBO,FRAUDE DE SEGURO DE VEHICULO,218-F,EN CASA HABITADA,219. N-2
DELITOS CONTRA LA PROPIEDAD,ROBO,FRAUDE DE SEGURO DE VEHICULO,218-F,EN OFICINA PUBLICA,219 .N- 2
DELITOS CONTRA LA PROPIEDAD,ROBO,FRAUDE DE SEGURO DE VEHICULO,218-F,EDIFICIO DESTINADO A UN CULTO RELIGIOSO,219. N-2
DELITOS CONTRA LA PROPIEDAD,ROBO,FRAUDE DE SEGURO DE VEHICULO,218-F,CENTRO DOCENTE O CULTURAL PUBLICO O PRIVADO,219.N 2
DELITOS CONTRA LA PROPIEDAD,ROBO,FRAUDE DE SEGURO DE VEHICULO,218-F,EN UN ESTABLECIMIENTO COMERCIAL,219.N -2
DELITOS CONTRA LA PROPIEDAD,ROBO,FRAUDE DE SEGURO DE VEHICULO,218-F,EN UN ESTABLECIMIENTO BANCARIO,219.N-2
DELITOS CONTRA LA PROPIEDAD,ROBO,FRAUDE DE SEGURO DE VEHICULO,218-F,EN UN ESTABLECIMIENTO DE ASISTENCIA SOCIAL,219.N 2
DELITOS CONTRA LA PROPIEDAD,ROBO,FRAUDE DE SEGURO DE VEHICULO,218-F,ESCALAMIENTO,219. N-2-A
DELITOS CONTRA LA PROPIEDAD,ROBO,FRAUDE DE SEGURO DE VEHICULO,218-F,"ROMPIMIENTO DE PAREDES, TECHOS, SUELOS O PAVIMENTOS O FRACTURA DE PUERTAS O VENTANAS",219. N-2-B
DELITOS CONTRA LA PROPIEDAD,ROBO,FRAUDE DE SEGURO DE VEHICULO,218-F,"EMPLEANDO LLAVES FALSAS, GANZUAS U OTROS INSTRUMENTOS SEMEJANTES",219.N-2-C
DELITOS CONTRA LA PROPIEDAD,ROBO,FRAUDE DE SEGURO DE VEHICULO,218-F,"FRACTURA DE ARMARIOS, CAJAS FUERTES U OTRA CLASE DE MUEBLES U OBJETOS SELLADOS O CERRADOS O MEDIANTE LA SUSTRACCION DE LOS MISMOS PARA SER ABIERTOS O VIOLENTANDOS FUERA DEL LUGAR DEL ROBO",219.N-2-D
DELITOS CONTRA LA PROPIEDAD,ROBO,ROBO AGRAVADO,219.N-1,EN DESPOBLADO,219 N-1
DELITOS CONTRA LA PROPIEDAD,ROBO,ROBO AGRAVADO,219.N-1,EN CUADRILLA,219 N-1
DELITOS CONTRA LA PROPIEDAD,ROBO,ROBO AGRAVADO,219.N-1,PORTANDO ARMAS LOS MALHECHORES,219 N-2
DELITOS CONTRA LA PROPIEDAD,ROBO,ROBO AGRAVADO,219.N-1,EN CASA HABITADA,219 N-2
DELITOS CONTRA LA PROPIEDAD,ROBO,ROBO AGRAVADO,219.N-1,EN OFICINA PUBLICA,219 N-2
DELITOS CONTRA LA PROPIEDAD,ROBO,ROBO AGRAVADO,219.N-1,EDIFICIO DESTINADO A UN CULTO RELIGIOSO,219 N-2
DELITOS CONTRA LA PROPIEDAD,ROBO,ROBO AGRAVADO,219.N-1,CENTRO DOCENTE O CULTURAL PUBLICO O PRIVADO,219 N-2
DELITOS CONTRA LA PROPIEDAD,ROBO,ROBO AGRAVADO,219.N-1,EN UN ESTABLECIMIENTO COMERCIAL,219 N-2
DELITOS CONTRA LA PROPIEDAD,ROBO,ROBO AGRAVADO,219.N-1,EN UN ESTABLECIMIENTO BANCARIO,219 N-2
DELITOS CONTRA LA PROPIEDAD,ROBO,ROBO AGRAVADO,219.N-1,EN UN ESTABLECIMIENTO DE ASISTENCIA SOCIAL,219 N-2
DELITOS CONTRA LA PROPIEDAD,ROBO,ROBO AGRAVADO,219.N-1,ESCALAMIENTO,219 N-2-A
DELITOS CONTRA LA PROPIEDAD,ROBO,ROBO AGRAVADO,219.N-1,"ROMPIMIENTO DE PAREDES, TECHOS, SUELOS O PAVIMENTOS O FRACTURA DE PUERTAS O VENTANAS",219 N-2-B
DELITOS CONTRA LA PROPIEDAD,ROBO,ROBO AGRAVADO,219.N-1,"EMPLEANDO LLAVES FALSAS, GANZUAS U OTROS INSTRUMENTOS SEMEJANTES",219 N-2-C
DELITOS CONTRA LA PROPIEDAD,ROBO,ROBO AGRAVADO,219.N-1,"FRACTURA DE ARMARIOS, CAJAS FUERTES U OTRA CLASE DE MUEBLES U OBJETOS SELLADOS O CERRADOS O MEDIANTE LA SUSTRACCION DE LOS MISMOS PARA SER ABIERTOS O VIOLENTADOS FUERA DEL LUGAR DEL ROBO",219 N-2-D
DELITOS CONTRA LA PROPIEDAD,ROBO,TENENCIA DE OBJETOS DESTINADOS PARA EJECUTAR EL DELITO DE ROBO,221,POSESION DE GANZUAS O INSTRUMENTOS ,221
DELITOS CONTRA LA PROPIEDAD,ROBO,FABRICACI‡N DE OBJETOS DESTINADOS PARA EJECUTAR EL DELITO DE ROBO,221 P2,FABRICACION DE INSTRUMENTOS ,221 P2
DELITOS CONTRA LA PROPIEDAD,ROBO,POSESION DE VEHICULO ROBADO,218-D,"OCULTAR O POR CUALQUIER ACTO TRANSFIERA O ADQUIERA UN VEHICULO QUE FUE ROBAD, HURTADO O ABANDONADO. SE EXCEPTUAN LOS CASOS EN QUE LA TRANSACION SE HAYA REALIZADO DE BUENA FE.",
DELITOS CONTRA LA PROPIEDAD,EXTORSION Y CHANTAJE,EXTORSION,222 N 1," MEDIANTE VIOLENCIA O AMENAZAS, OBLIGARE ALGUIEN A HACER O DEJAR DE HACER UNA COSA, A FIN DE OBTENER PARA SI O PARA OTROS UN PROVECHO JUSTO",222 N 1
DELITOS CONTRA LA PROPIEDAD,EXTORSION Y CHANTAJE,EXTORSION,222 N 2," PARA DEFRAUDAR A OTRO LO OBLIGARE CON VILENCIA O INTIMIDACION A SUSCRIBIR, OTORGAR, ENTREGAR O DESTRUIR UNA ESCRITURA PUBLICA O CUALQUIER OTRO DOCUMENTO PUBLICO O PRIVADO",222 N 2
DELITOS CONTRA LA PROPIEDAD,EXTORSION Y CHANTAJE,CHANTAJE,222 N 3," CON AMENAZAS DE IMPUTACIONES CONTRA EL HONOR O EL PRESTIGIO, O DE VIOLACION O DIVULGACION DE SECRETOS CON PERJUICIO EN UNO U OTRO CASO PARA EL OFENDIDO, SU FAMILIA O LA IDENTIDAD EN CUYA GESTION INTERVENGA O TENGA ESTE INTERESES, EXIDGIERE LA ENTREGA DE UNA CANTIDAD DE DINERO, RECOMPENSA O EFECTOS",222 N 3
DELITOS CONTRA LA PROPIEDAD,HURTO,HURTO,223,"SIN LA VOLUNTAD DE SU DUE•O TOMA BIENES MUEBLES AJENOS, LOS ANIMALES INLCUIDOS, SIN VIOLENCIA O INTIMIDACI‡N EN LAS PERSONAS NI FUERZA EN LAS COSAS",223.1
DELITOS CONTRA LA PROPIEDAD,HURTO,HURTO,223,ENCONTRANDOSE UNA COSA PERDIDA NO LA ENTREGA A LA AUTORIDAD O A SU DUE•O SI SABE QUIEN LO ES Y SE APODERA DE LA MISMA CON ANIMO DE DUE•O,223.2
DELITOS CONTRA LA PROPIEDAD,HURTO,HURTO,223,"SUSTRAIGA O UTILICE LOS FRUTOS U OBJETOS DEL DA•O QUE HUBIERE CAUSADO, SALVO LOS CASOS PREVISTROS EN EL LIBRO TERECERO DEL CODIGO PENAL",223.3
DELITOS CONTRA LA PROPIEDAD,HURTO,HURTOS DE ENERGIAS  U ONDAS ELECTROMAGNETICAS ,223 P 2,"SE EQUIPARA A LAS COSA MUEBLE LA ENERGIA ELECTRICA, EL ESPETRO RADIOELECTRICO Y LAS DEMAS CLASES DE ONDAS O ENERGIA EN LOS SISTEMAS TELEFONICOS, TELEVISION,FACSIMILES DE COMPUTACION O CUALQUIER OTRAS QUE TENGA VALOR ECONOMICO",223 P2
DELITOS CONTRA LA PROPIEDAD,HURTO,HURTO DE VEHICULOS AUTOMOTORES,224 P2,HURTO DE VEHICULOS AUTOMOTORES,224 P2
DELITOS CONTRA LA PROPIEDAD,HURTO,HURTO DE NAVES µEREAS,224 P2,HURTO DE NAVES µEREAS,224 P2
DELITOS CONTRA LA PROPIEDAD,HURTO,HURTO DE BUQUES,224 P2,HURTO DE OTROS BIENES SIMILARES,224 P2
DELITOS CONTRA LA PROPIEDAD,HURTO,HURTO AGRAVADO,225.1,POR EMPLEADO DOMESTICO O INTERVINIENDO GRAVE ABUSO DE CONFIANZA,225.1
DELITOS CONTRA LA PROPIEDAD,HURTO,HURTO AGRAVADO,225.1,APROVECHANDOSE DE UNA CALAMIDAD PUBLICA O PRIVADA O DE UN PELIGRO COMUN,225.2
DELITOS CONTRA LA PROPIEDAD,HURTO,HURTO AGRAVADO,225.1,"DE NOCHE, O SI, PARA EJECUTARLO, EL AGENTE SE QUEDARE SUBREPTICIAMENTE EN EDIFICIO O LUGAR DESTINADO O HABITACION",225.3
DELITOS CONTRA LA PROPIEDAD,HURTO,HURTO AGRAVADO,225.1,"CON LA COOPERACION DE DOS O MAS PERSONAS O POR UNA SOLA QUE SE FINJA AGENTE DE LA AUTORIDAD, O EMPLEADO DE UN SERVICIO PUBLICO",225.4
DELITOS CONTRA LA PROPIEDAD,HURTO,HURTO AGRAVADO,225.1,"EN EL EQUIPAJE DE LOS VIAJEROS, EN CUALQUIERA ESPECIE DE VEHICULOS, EN LAS ESTACIONES, MUELLES, HOTELES, O EN ESTABLECIMIENTOS EN QUE SE SIRVA ALIMENTOS O BEBIDAS",225.5
DELITOS CONTRA LA PROPIEDAD,HURTO,HURTO AGRAVADO,225.1,EN CASAS DESTINADAS AL CULTO O AL USO DE ORNATO PUBLICO O CUANDO RECAYERE SOBRE MONUMENTOS FUNERARIOS,225.6
DELITOS CONTRA LA PROPIEDAD,HURTO,HURTO AGRAVADO,225.1,"EN OBJETOS DE VALOR CIENTIFICO, ARTISTICO O CULTURA QUE SE HALLAREN EN MUSEOS U OTROS ESTABLECIMIENTOS PUBLICOS O QUE PERTENECIERE AL PATRIMONIO HISTORICO NACIONAL, AUN CUANDO HUBIEREN PERMANECIDO OCULTOS O SIN DESCUBRIR",225.7
DELITOS CONTRA LA PROPIEDAD,HURTO,HURTO DE GANADO MAYOR,226,HURTO DE GANADO MAYOR,226
DELITOS CONTRA LA PROPIEDAD,HURTO,HURTO DE GANADO MAYOR AGRAVADO,226 PF, HURTO DE TRES O MAS CABEZAS DE GANADO MAYOR,226 PF
DELITOS CONTRA LA PROPIEDAD,HURTO,HURTO DE GANADO MENOR,226 P 2,HURTO DE GANADO MENOR,226 P2
DELITOS CONTRA LA PROPIEDAD,HURTO,HURTO DE GANADO MENOR AGRAVADO,226 PF,HURTO DE TRES O MAS CABEZAS DE GANADO MENOR,226 PF
DELITOS CONTRA LA PROPIEDAD,USURPACION,USURPACION,227,USURPARE UN BIEN INMUEBLE O DERECHO REAL,227
DELITOS CONTRA LA PROPIEDAD,USURPACION,ALTERACION DE TERMINOS O LINDEROS,228," ALTERARE TERMINOS O LINDEROS DE LOS PUEBLOS, O HEREDADES, O CUALQUIER CLASE DE SE•ALES DESTINADAS A FIJAR LOS LIMITES DE PREDIOS CONTIGUOS",228
DELITOS CONTRA LA PROPIEDAD,USURPACION,PERTURBACI‡N DE LA POSESI‡N PACIFICA DE UN INMUEBLE,229," PERTURBARE CON VIOLENCIA O AMENAZAS EN LAS PERSONAS, LA PACIFICA POSESION DE UN INMUEBLE",229
DELITOS CONTRA LA PROPIEDAD,USURPACION,DESVIO DE FUNTES DE AGUA,230," SIN LA DEBIDA AUTORIZACION Y EN PERJUICIO DE OTRO REPRESENTE, DESVIE O DETENGA LAS AGUAS DE UN RIO, QUEBRADA, ARROYO, CANAL O FUENTE",230
DELITOS CONTRA LA PROPIEDAD,USURPACION,USURPACION DE DERECHOS DE AGUA,230,USURPE UN DERECHO CUALQUIERA RELACIONADO CON EL CURSO DE TALES AGUAS,230
DELITOS CONTRA LA PROPIEDAD,USURPACION,USURPACION DE LUGARES DE USO O DOMINIO PÈBLICO,231," DETENTE EL SUELO O ESPACIO CORRESPONDIENTE AL DERECHO DE VIA, CARRETERA, CALLE, JARDIN, PARQUE, AREA VERDE, PASEO U OTROS LUGARES DE USO O DOMINIO PUBLICO O DE CUALQUIER OTRO BIEN RAIZ DEL ESTADO O DE LAS MUNICIPALIDADES, SIN PERJUICIO DE DESOCUPAR EL SUELO O ESPACIO DETENTADO",231
DELITOS CONTRA LA PROPIEDAD,USURPACION,USURPACION DE LUGARES DE USO O DOMINIO PÈBLICO,231,CUANDO EL BIEN DETENTADO SEA UNA PLAYA,231
DELITOS CONTRA LA PROPIEDAD,INSOVENCIA PUNIBLE,QUIEBRA FRAUDULENTA,233,COMERCIANTE DECLARADO EN QUIEBRA FRAUDULENTA,233
DELITOS CONTRA LA PROPIEDAD,INSOVENCIA PUNIBLE,QUIEBRA CULPABLE,234,POR PARTE DEL COMERCIANTE,234
DELITOS CONTRA LA PROPIEDAD,INSOVENCIA PUNIBLE,COMPLICIDAD EN QUIEBRA FRAUDULENTA,235,"CONFABULARSE CON EL QUEBRADO PARA SUPONER CREDITOS CONTRA O PARA AUMENTARLOS, ALTERAR SU NATURALEZA O FECHA DE VENCIMIENTO CON EL FIN DE ANTEPONERSE EN GRADUACION, EN PERJUICIO DE OTRO ACREEDORES, AUN CUAN ESTE SE VERIFICARE ANTES DE LA DECLARACION DE QUIEBRA",235 N1
DELITOS CONTRA LA PROPIEDAD,INSOVENCIA PUNIBLE,COMPLICIDAD EN QUIEBRA FRAUDULENTA,235,"HABER AUXILIADO AL QUEBRADO EN EL ALZAMIENTO, SUSTRACCION U OCULTACION DE SUS BIENES",235 N2
DELITOS CONTRA LA PROPIEDAD,INSOVENCIA PUNIBLE,COMPLICIDAD EN QUIEBRA FRAUDULENTA,235,"OCULTAR A LOS ADMINISTRADORES DE LA QUIEBRA LA EXISTENCIA DE BIENES, QUE PERTENECIENDO A ESTA, OREN EN PODER DE CULPABLE, O ENTREGARLOS AL QUEBRADO Y NO DICHOS ADMINISTRADORES",235N3
DELITOS CONTRA LA PROPIEDAD,INSOVENCIA PUNIBLE,COMPLICIDAD EN QUIEBRA FRAUDULENTA,235,VERIFICAR CON EL QUEBRADO CONCIERTOS PARTICULARES EN PERJUICIO DE OTROS ACREEDORES,235N4
DELITOS CONTRA LA PROPIEDAD,INSOVENCIA PUNIBLE,QUIEBRA FRAUDULENTA,236,POR PARTE DEL DIRECTOR O ADMINISTRADOR,236
DELITOS CONTRA LA PROPIEDAD,INSOVENCIA PUNIBLE,QUIEBRA CULPABLE,236,POR PARTE DEL DIRECTOR O ADMINISTRADOR,236
DELITOS CONTRA LA PROPIEDAD,INSOVENCIA PUNIBLE,INSOLVENCIA PUNIBLE,237,EL DEUDOR QUE ENAJENA SUS BIENES SIN NOTIFICARLO A SU ACREDOR,237
DELITOS CONTRA LA PROPIEDAD,INSOVENCIA PUNIBLE,INSOVENCIA PUNIBLE DE CONCURSADO NO COMERCIANTE,238,"HABERSE HECHO GASTOS DOMESTICOS O PERSONALES EXCESIVOS, Y DESPROPORCIONADOS CON RELACION A SU FORTUNA, ATENDIDAS LAS CIRCUNSTANCIAS DE SU RANGO Y FAMILIA",238 N1
DELITOS CONTRA LA PROPIEDAD,INSOVENCIA PUNIBLE,INSOVENCIA PUNIBLE DE CONCURSADO NO COMERCIANTE,238,"HABER SUFRIDO, EN CUALQUIER CLASE DEJUEGO, PERDIDAS QUE EXCEDIEREN DE LO QUE VIA DE RECREO, AVENTURE EN ENTRETENIMIENTO DE ESTA CLASE, UN  BUEN PADRE DE FAMILIA",238N2
DELITOS CONTRA LA PROPIEDAD,INSOVENCIA PUNIBLE,INSOVENCIA PUNIBLE DE CONCURSADO NO COMERCIANTE,238,HABER TENIDO PERDIDAS EN APUESTAS CUANTIOSAS COMPRAS Y VENTAS SIMULADAS Y OTRAS OPERACIONES DE AGIOTAJE CUYO êXITO DEPENDA EXCLUSIVAMENTE DEL AZAR,238N3
DELITOS CONTRA LA PROPIEDAD,INSOVENCIA PUNIBLE,INSOVENCIA PUNIBLE DE CONCURSADO NO COMERCIANTE,238,"HABER ENAJENADO CON DEPRECIACION NOTABLE, BIENES CUYO PRECIO ESTUVIERE ADEUDADO",238N4
DELITOS CONTRA LA PROPIEDAD,INSOVENCIA PUNIBLE,INSOVENCIA PUNIBLE DE CONCURSADO NO COMERCIANTE,238,"RETARDAR SU PRESENTACION EN CONCURSO, CUANDO SU PASIVO FUERE MAYOR EN UN VEINTICINCO POR CIENTO (25%) EN RELACION CON SU ACTIVO",238N 5
DELITOS CONTRA LA PROPIEDAD,INSOVENCIA PUNIBLE, COMPLICIDAD EN INSOLVENCIA PUNIBLE DEL CONCURSADO NO COMERCIANTE ,239, EJECUTAREN CON RESPECTO AL CONCURSADO CUALESQUIERA DE LOS ACTOS ENUMERADOS EN EL ARTICULO 235,239
DELITOS CONTRA LA PROPIEDAD,ESTAFA Y OTROS FRAUDES,ESTAFA ,240," CON NOMBRE SUPUESTO, FALSO TITULOS,INFLUENCIA CALIDAD SIMULADA, ABUSO DE CONFIANZA, FINGIENDOSE DUE•O DE BIENES, CREDITOS, EMPRESAS O NEGOCIACION O VALIENDOSE DE CUALQUIER ARTIFICIO, ASTUCIA O ENGA•O, INDUJERE A OTRO EN ERROR, DEFRAUDANDOLO EN PROVECHO.PROPIO O AJENO                                                                                                                                                                                                                                                              ",240
DELITOS CONTRA LA PROPIEDAD,ESTAFA Y OTROS FRAUDES,FRAUDES,242," DEFRAUDE A OTRO EN LA SUSTANCIA, CALIDAD O CANTIDAD DE LAS COSAS QUE LE ENTREGUE EN VIRTUD DE CONTRATO O DE T÷TULO OBLIGATORIO",242.1
DELITOS CONTRA LA PROPIEDAD,ESTAFA Y OTROS FRAUDES,FRAUDES,242,"PARA DEFRAUDAR A ALGUIEN LO HICIERE SUSCRIBIR, DESTRUIR O MUTILAR, MEDIANTE ENGA•O, ALGÈN DOCUMENTO",242.2
DELITOS CONTRA LA PROPIEDAD,ESTAFA Y OTROS FRAUDES,FRAUDES,242,"COMETIERE CUALQUIER DEFRAUDACI‡N POR ABUSO DE FIRMA DE OTRO EN BLANCO, EXTENDIENDO CON ELLA ALGÈN DOCUMENTO EN PERJUICIO DEL MISMO O DE UN TERCERO",242.3
DELITOS CONTRA LA PROPIEDAD,ESTAFA Y OTROS FRAUDES,FRAUDES,242,"EN PERJUICIO DE OTRO, OTORGARE CONTRATOS SIMULADOS O FALSOS RECIBOS",242.4
DELITOS CONTRA LA PROPIEDAD,ESTAFA Y OTROS FRAUDES,FRAUDES,242,"EL COMISIONISTA, AGENTE, ADMINISTRADOR O MANDATARIO QUE COMETIERE DEFRAUDACI‡N ALTERANDO EN SUS CUENTAS LOS PRECIOS O CONDICIONES DE LOS CONTRATOS, SUPONIENDO GASTOS O EXAGERANDO LOS QUE HUBIERE HECHO",242.5
DELITOS CONTRA LA PROPIEDAD,ESTAFA Y OTROS FRAUDES,FRAUDES,242," DEFRAUDAR MEDIANTE LA OCULTACI‡N, SUSTITUCI‡N O MUTILACI‡N DE ALGÈN PROCESO, EXPEDIENTE, DOCUMENTO U OTRO PAPEL IMPORTANTE",242.6
